"pmid","url","title","abstract","publicationYear","publicationType","journalTitle","evidenceType","diseaseSetting","histology","lineOfTherapy","biomarkers","interventionTags","outcomeTags","relevantN"
"40097663","https://pubmed.ncbi.nlm.nih.gov/40097663","Molecular residual disease analysis of adjuvant osimertinib in resected EGFR-mutated stage IB-IIIA non-small-cell lung cancer.","Osimertinib-a third-generation epidermal growth factor receptor-tyrosine kinase inhibitor-is recommended as adjuvant therapy for resected stage IB-IIIA epidermal growth factor receptor-mutated non-small-cell lung cancer, based on significant disease-free survival (DFS) and overall survival improvement shown in the previously reported phase 3 ADAURA trial. A trend toward an increased DFS event rate after completion of 3 years adjuvant treatment in ADAURA suggests that some patients may benefit from longer adjuvant osimertinib treatment. We therefore explored whether tumor-informed, circulating tumor DNA-based, molecular residual disease (MRD) could predict recurrence in an exploratory post hoc analysis of 220 patients (n = 112 osimertinib; n = 108 placebo) from ADAURA. MRD preceded imaging DFS events in this study by a median of 4.7 (95% confidence interval, 2.2-5.6) months. DFS and MRD event-free rate at 36 months was 86% versus 36% for patients in the osimertinib versus placebo groups (hazard ratio, 0.23 (95% confidence interval, 0.15-0.36)). In the osimertinib group, DFS or MRD events were detected in 28 (25%) patients; most events occurred following osimertinib cessation (19 of 28, 68%) and within 12 months of stopping osimertinib (11 of 19, 58%). At 24 months after osimertinib, the DFS and MRD event-free rate was 66%. In this study, MRD preceded DFS events in most patients across both arms. DFS and MRD event-free status was maintained for most patients during adjuvant osimertinib treatment and posttreatment follow-up, with most MRD or DFS events occurring after osimertinib treatment discontinuation or completion. MRD detection could potentially identify patients who may benefit from longer adjuvant osimertinib, although this requires clinical confirmation. ClinicalTrials.gov identifier: NCT02511106 .","2025","Randomized Control Trial","Nature medicine","undefined","unspecified","unspecified","unspecified","EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""adjuvant"", ""therapy""]","[""DFS""]","220"
"40473109","https://pubmed.ncbi.nlm.nih.gov/40473109","LEAP-008: Lenvatinib Plus Pembrolizumab for Metastatic NSCLC That Has Progressed After an Anti-Programmed Cell Death Protein 1 or Anti-Programmed Cell Death Ligand 1 Plus Platinum Chemotherapy.","BACKGROUND: LEAP-008 (NCT03976375) was an open-label, randomized, phase 3 study of lenvatinib plus pembrolizumab versus docetaxel for metastatic NSCLC that progressed on anti‒programmed cell death protein 1 or anti‒programmed cell death ligand 1 therapy and platinum-containing chemotherapy. METHODS: Participants were randomized 4:4:1 to once-daily lenvatinib 20 mg plus pembrolizumab 200 mg every 3 weeks (maximum 35 cycles), docetaxel 75 mg/m(2) every 3 weeks, or once-daily lenvatinib 24 mg. Primary end points were overall survival (OS) and progression-free survival (PFS) per Response Evaluation Criteria in Solid Tumors version 1.1 by central review. The superiority of lenvatinib plus pembrolizumab versus docetaxel was assessed at interim analysis 2 for PFS and final analysis for OS. RESULTS: Participants (N = 422) were randomized to lenvatinib plus pembrolizumab (n = 185), docetaxel (n = 189), or lenvatinib monotherapy (n = 48). The median (95% confidence interval [CI]) PFS was 5.6 (4.2‒6.5) months with lenvatinib plus pembrolizumab and 4.2 (3.2‒5.2) months with docetaxel (hazard ratio, 0.89 [95% CI: 0.70‒1.12]; p = 0.164). The median (95% CI) OS was 11.3 (9.4‒13.2) versus 12.0 (9.6‒13.7) months (hazard ratio, 0.98 [95% CI: 0.78‒1.23]; p = 0.434). Rates of treatment-related adverse events were 91.7%, 91.0%, and 89.4% with lenvatinib plus pembrolizumab, docetaxel, and lenvatinib, respectively; the rates of grade 3 to 5 treatment-related adverse events were 59.7%, 48.6%, and 57.4%. Health-related quality of life scores were similar between treatment arms. CONCLUSION: Lenvatinib plus pembrolizumab did not improve efficacy versus docetaxel in participants with stage IV NSCLC that progressed on anti‒programmed cell death protein 1 or anti-programmed cell death ligand 1 therapy and platinum-containing chemotherapy. There were no unexpected safety signals. More effective therapies are needed for this patient population.","2025","Randomized Control Trial","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","phase3_rct","metastatic","unspecified","unspecified","EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""docetaxel"", ""therapy""]","[""OS"", ""PFS""]","undefined"
"40650339","https://pubmed.ncbi.nlm.nih.gov/40650339","Comprehensive Analysis of Lung Cancer Metastasis: Sites, Rates, Survival, and Risk Factors-A Systematic Review and Meta-Analysis.","OBJECTIVES: Lung cancer metastasis constitutes a critical aspect of disease progression and patient outcomes. It is imperative to illuminate the complex landscape of lung cancer metastasis, offering a thorough evaluation of sites, rates, risk factors, and survival implications. METHODS: Studies on the prevalence of lung cancer metastasis, the risk factors, the overall survival (OS) after metastasis, or the risk factors for OS were included. Two independent reviewers used a standardized data extraction and quality assessment form. Hazard ratios and confidence intervals were calculated using random-effects or fixed-effects models. RESULTS: This systematic meta-analysis included 115 clinical trials. Prevalent metastatic sites in non-small cell lung carcinoma (NSCLC) encompassed brain (29%), bone (25%), adrenal gland (15%), liver (13%), and skin (3%). However, small cell lung carcinoma (SCLC) primarily metastasized to liver (33%), brain (30%), bone (27%), adrenal gland (10%), and pericardium (3%). The risk factors for brain metastases in NSCLC included lung adenocarcinoma, EGFR mutations, and prophylactic cranial irradiation (PCI); in SCLC brain metastasis, age and PCI were influential. The median OS after brain metastasis in NSCLC and SCLC was 21.3 and 10.5 months, respectively, while liver or bone metastases were notably linked to poorer survival. The factors influencing OS in NSCLC brain metastasis included age, EGFR mutations, and stereotactic radiosurgery. For SCLC brain metastasis, OS was notably impacted by gender, smoking status, the number of brain metastases, and radiotherapy. CONCLUSION: This study provided insights into lung cancer metastasis. The results revealed the metastatic rates, risk factors, and OS to assist clinical decision-making.","2025","Systematic Review","The clinical respiratory journal","systematic_review","metastatic","unspecified","unspecified","EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""therapy""]","[""OS""]","undefined"
"40473108","https://pubmed.ncbi.nlm.nih.gov/40473108","Treatment-Free Survival Over 6 Years of Follow-up in Patients With Metastatic NSCLC Treated With First-Line Nivolumab Plus Ipilimumab Versus Chemotherapy in CheckMate 227 Part 1.","INTRODUCTION: Treatment-free survival (TFS) characterizes periods of disease control and durable clinical benefit after treatment discontinuation in patients treated with immunotherapy. In CheckMate 227 Part 1, nivolumab plus ipilimumab reported long-term durable overall survival (OS) benefit versus chemotherapy in patients with metastatic NSCLC. Here, we report updated long-term TFS results. METHODS: This analysis included all patients randomized (tumor programmed death ligand 1 [PD-L1] expression ≥1% and <1%). TFS was estimated as the restricted-mean survival time (between Kaplan-Meier curves for time to treatment discontinuation and time to subsequent systemic therapy or death) over 6 years after randomization. TFS was further divided into periods with or without ongoing toxicity (grade 3 or greater treatment-related adverse events) and estimated over 2 and 6 years after randomization. RESULTS: At 6 years after randomization (minimum follow-up: 73.5 months [∼6.1 years]), the estimated OS rate was 20% with nivolumab plus ipilimumab versus 11% with chemotherapy; 13% versus 2% of patients were treatment free. The 6-year mean TFS was 12.2 versus 5.0 months (difference 7.2 [95% confidence interval: 5.4-9.2]), with 17% versus 7% of the 6-year period spent in TFS. The 6-year mean TFS without grade 3 or greater treatment-related adverse events was 11.6 versus 4.8 months (difference, 6.9 [95% confidence interval: 5.1-8.9]). The proportion of mean TFS time increased from 15% of a 2-year to 17% of a 6-year period with nivolumab plus ipilimumab but decreased from 14% to 7% with chemotherapy. Similar results were observed by tumor PD-L1 expression. CONCLUSIONS: Nivolumab plus ipilimumab improved TFS versus chemotherapy, regardless of tumor PD-L1 expression, supporting its use as an efficacious first-line treatment for metastatic NSCLC.","2025","Randomized Control Trial","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","undefined","metastatic","unspecified","first_line","EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""nivolumab"", ""immunotherapy"", ""therapy""]","[""OS""]","undefined"
"39929333","https://pubmed.ncbi.nlm.nih.gov/39929333","First-Line Camrelizumab Versus Placebo Plus Chemotherapy With or Without Radiotherapy for Brain Metastases in NSCLC: The CTONG 2003 Randomized Placebo-Controlled Trial.","INTRODUCTION: Retrospective studies have indicated the potential benefits of immunotherapy for brain metastases (BMs) in NSCLC. To our knowledge, CTONG 2003 is the first randomized controlled trial to evaluate camrelizumab for untreated BM of NSCLC. METHODS: CTONG 2003 is a multicenter, randomized, double-blind, placebo-controlled trial. Treatment-naïve NSCLC with BM, negative for EGFR mutations and ALK fusions, were randomized 1:1 to receive either camrelizumab or placebo, plus platinum-doublet chemotherapy for four to six cycles, followed by maintenance therapy with camrelizumab or placebo with or without pemetrexed for up to 31 cycles. Radiotherapy was administered for BM, if necessary, within 42 days of the first treatment dose. The co-primary endpoints were intracranial progression-free survival (iPFS) and progression-free survival (PFS). The planned enrollment included 200 patients, but recruitment was terminated early because of therapeutic paradigm shifts globally. RESULTS: Between May 28, 2021, and July 21, 2023, 60 patients were randomized, with 32 assigned to the camrelizumab group and 28 to the placebo group. The median iPFS was 12.7 months (95% confidence interval [CI]: 7.1-25.3) for camrelizumab versus 9.9 months (95% CI: 6.3-14.6) for placebo (hazard ratio = 0.45, 95% CI: 0.21-0.96). The median PFS was 9.7 months (95% CI: 6.6-14.0) for camrelizumab versus 6.7 months (95% CI: 4.1-8.6) for placebo (hazard ratio = 0.57, 95% CI: 0.29-1.11). Grade 3 or higher treatment-related adverse events occurred in 65.6% and 46.4% of the respective groups, mainly neutrophil count decrease and anemia. CONCLUSIONS: Despite early termination, camrelizumab demonstrated a trend toward improved iPFS and PFS in the BM of NSCLC with an acceptable safety profile. TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT04768075.","2025","Randomized Control Trial","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","retrospective","unspecified","unspecified","unspecified","EGFR=yes,ALK=yes,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""platinum-doublet"", ""immunotherapy"", ""therapy""]","[""PFS""]","200"
"40545237","https://pubmed.ncbi.nlm.nih.gov/40545237","Surgical Outcomes With Neoadjuvant Durvalumab Plus Chemotherapy Followed by Adjuvant Durvalumab in Resectable NSCLC.","INTRODUCTION: In AEGEAN, perioperative durvalumab plus neoadjuvant chemotherapy, versus neoadjuvant chemotherapy alone, significantly improved event-free survival (p = 0.004) and pathologic complete response (p < 0.001; primary end points; modified intention-to-treat [mITT] population, which excluded patients with known EGFR or ALK aberrations) with a manageable safety profile in patients with resectable (R)-NSCLC. Here, we report surgical outcomes from AEGEAN. METHODS: Patients with treatment-naive R-NSCLC (stage II-IIIB [N2]) and Eastern Cooperative Oncology Group performance status 0 or 1 were randomized (1:1) to platinum-based chemotherapy plus durvalumab or placebo intravenously (every 3 wk, 4 cycles) before surgery, followed by durvalumab or placebo (every 4 wk, 12 cycles). Surgical outcomes were summarized for the mITT population using descriptive statistics. RESULTS: A total of 737 out of 740 mITT patients received treatment, 366 and 371 in the durvalumab and placebo arms, respectively; 80.6% and 80.7% underwent surgery, 77.6% and 76.7% completed surgery, and of the 295 and 302 patients who underwent surgery, 17.3% and 22.2% had delayed surgery. The median time from last neoadjuvant dose to surgery was 34.0 days in both arms. Of the patients who underwent surgery, similar proportions had open (49.2% versus 50.7%) and minimally invasive (49.2% versus 47.0%) procedures; lobectomy was the most common procedure (88.1% versus 85.4%). R0 resection rates were numerically higher in the durvalumab versus placebo arm (94.7% versus 91.3%). The median time from surgery to first adjuvant dose was 50.0 versus 52.0 days. In exploratory analyses, a numerically higher proportion of patients in the durvalumab versus placebo arm with baseline N2 nodal status had downstaging from N2 to N0 (47.3% versus 40.2%) or, with baseline N1 nodal status, from N1 to N0 (53.6% versus 46.2%) after surgery. Similar proportions had surgical complication(s) (59.1% versus 60.1%), primarily grade 1 or 2 (53.0% versus 51.8%, modified safety analysis set). CONCLUSION: The addition of durvalumab to neoadjuvant chemotherapy had no detrimental effect on the feasibility, approach, type, or timing of surgery and was associated with a tolerable surgical safety profile, versus neoadjuvant chemotherapy alone. CLINICAL TRIAL INFORMATION: ClinicalTrials.Gov Identifier: NCT03800134.","2025","Randomized Control Trial","Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer","undefined","unspecified","unspecified","unspecified","EGFR=yes,ALK=yes,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""adjuvant"", ""neoadjuvant"", ""therapy""]","[""unspecified""]","302"
"40730077","https://pubmed.ncbi.nlm.nih.gov/40730077","Subcutaneous versus intravenous amivantamab, both in combination with lazertinib, in refractory EGFR-mutated non-small cell lung cancer: Patient satisfaction and resource utilization results from the PALOMA-3 study.","INTRODUCTION: Intravenous anticancer treatments present challenges for patients and healthcare professionals (HCPs), prompting the development of subcutaneous formulations. In the phase 3 PALOMA-3 study, subcutaneous amivantamab demonstrated noninferior pharmacokinetics and response rates versus intravenous amivantamab (both with lazertinib), with substantially faster administration, a 5-fold reduction in infusion-related reactions, reduced venous thromboembolism, and numerically prolonged survival. METHODS: Participants with EGFR-mutated NSCLC and progression on osimertinib and chemotherapy were randomized to subcutaneous (n = 206) or intravenous amivantamab (n = 212), plus lazertinib. Resource utilization and participant-reported treatment satisfaction were evaluated at cycle (C) 1 day (D) 1 and C3D1. RESULTS: Time-in-chair was substantially lower for subcutaneous versus intravenous amivantamab (C1D1: median [range], 23 min or 0.4 h [0-12.0 h] vs 6.5 h [0-24.0 h]; C3D1: 35 min or 0.6 h [0-6.6 h] vs 3.4 h [0.5-9.0 h]), as were HCP time and participant time-in-room. More participants who received subcutaneous versus intravenous amivantamab reported feeling unrestricted (C1D1, 66 % vs 29 %; C3D1, 60 % vs 42 %) or unbothered (C1D1, 69 % vs 30 %; C3D1, 71 % vs 45 %) by administration, and reported gaining time for other activities (C1D1, 36 % vs 7 %; C3D1, 37 % vs 6 %). Few participants who received subcutaneous amivantamab reported moderate-to-very severe injection-site pain (C1D1, 14 %; C3D1, 16 %), swelling (C1D1, 5 %; C3D1, 6 %), or redness (C1D1, 5 %; C3D1, 6 %). Most subcutaneous amivantamab recipients preferred and were more satisfied with its administration versus historical experience with intravenous therapies and would recommend it. CONCLUSIONS: In PALOMA-3, subcutaneous amivantamab, which simplifies and shortens administration, reduces resource utilization, and enhances treatment experience, was a preferred option for patients who received amivantamab-lazertinib.","2025","Randomized Control Trial","European journal of cancer (Oxford, England : 1990)","phase3_rct","unspecified","unspecified","unspecified","EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""amivantamab"", ""lazertinib"", ""therapy""]","[""unspecified""]","undefined"
"41082707","https://pubmed.ncbi.nlm.nih.gov/41082707","Simultaneous Durvalumab and Platinum-Based Chemoradiotherapy in Unresectable Stage III Non-Small Cell Lung Cancer: The Phase III PACIFIC-2 Study.","PURPOSE: Immunotherapy targeting PD-L1 improves outcomes in patients with unresectable stage III non-small cell lung cancer (NSCLC) and no progression after definitive, concurrent chemoradiotherapy (cCRT). Earlier administration of immunotherapy, simultaneously with cCRT, may improve outcomes further. METHODS: Eligible patients were randomly assigned (2:1) to receive either durvalumab or placebo administered from the start of cCRT. Patients without progression after completing cCRT received consolidation durvalumab or placebo (per initial random assignment) until progression. The primary end point was progression-free survival (PFS) by blinded independent central review. Key secondary end points included objective response rate (ORR), overall survival (OS), the proportion of patients alive at 24 months (OS24), and safety. RESULTS: In total, 328 patients were randomly assigned to receive durvalumab (n = 219) or placebo (n = 109). There was no statistically significant difference with durvalumab versus placebo in PFS (hazard ratio [HR], 0.85 [95% CI, 0.65 to 1.12]; P = .247) or OS (HR, 1.03 [95% CI, 0.78 to 1.39]; P = .823); OS24 was 58.4% versus 59.5%, respectively. Confirmed ORR was 60.7% with durvalumab versus 60.6% with placebo (difference, 0.2% [95% CI, -15.2 to 16.3%]; P = .976). With durvalumab versus placebo, respectively, maximum grade 3 or 4 adverse events (AEs) occurred in 53.4% versus 59.3% of patients, pneumonitis or radiation pneumonitis (group term) in 28.8% (grade ≥3: 4.6%) versus 28.7% (grade ≥3: 5.6%), AEs leading to discontinuation of durvalumab or placebo in 25.6% versus 12.0%, and fatal AEs in 13.7% versus 10.2%. CONCLUSION: Among patients with unresectable stage III NSCLC, durvalumab administered from the start of cCRT failed to demonstrate additional benefit compared with cCRT plus placebo. Consolidation durvalumab following definitive cCRT remains the standard of care in this setting.","2025","Randomized Control Trial","Journal of clinical oncology : official journal of the American Society of Clinical Oncology","undefined","unspecified","unspecified","unspecified","EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""immunotherapy"", ""consolidation"", ""therapy""]","[""ORR"", ""OS"", ""PFS""]","328"
"40539387","https://pubmed.ncbi.nlm.nih.gov/40539387","A Systematic Review and Meta-Analysis of the Efficacy and Safety of Lazertinib as First-Line Treatment for EGFR-Mutated Locally Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC).","BACKGROUND AND OBJECTIVE: Epidermal growth factor receptor (EGFR) mutations are a common driver of oncogenesis in non-small cell lung cancer (NSCLC). Lazertinib, a third-generation EGFR tyrosine kinase inhibitor (TKI), has shown promise as a first-line treatment for patients with locally advanced or metastatic EGFR-mutated NSCLC. However, the comparative efficacy and safety of lazertinib in this setting have not been thoroughly investigated. This study aims to evaluate the efficacy and safety of lazertinib for EGFR-mutated locally advanced NSCLC. METHOD: This study was conducted following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. We performed a search of PubMed, ProQuest, EBSCO, and ScienceDirect to identify eligible studies based on the PICOTS-SD criteria. The meta-analysis of overall survival (OS), progression-free survival (PFS), and adverse effects was performed using RevMan 5.4 software. RESULTS: This review included a total of three randomized controlled trials. The pooled analysis revealed significant differences in PFS, with a hazard ratio (HR) of 0.44 (95% confidence interval [CI]: 0.37-0.53). However, OS showed no significant differences, with an HR of 0.82 (95% CI: 0.64-1.06). Paresthesia occurred significantly more frequently in the lazertinib group (odds ratio [OR]: 11.30; 95% CI: 7.30-17.49). In contrast, the incidence of diarrhea and increases in Alanine Transaminase (ALT) and Aspartate Aminotransferase (AST) levels were significantly higher in the gefitinib group, with ORs of 0.52 (95% CI: 0.39-0.70), 0.35 (95% CI: 0.25-0.50), and 0.32 (95% CI: 0.22-0.47), respectively. CONCLUSION: Lazertinib demonstrated a greater therapeutic benefit for patients with EGFR-mutated advanced NSCLC compared to first-generation EGFR-TKIs. Further research is needed to validate these findings.","2025","Systematic Review","Hematology/oncology and stem cell therapy","systematic_review","mixed","unspecified","first_line","EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""egfr-tki"", ""lazertinib""]","[""OS"", ""PFS""]","undefined"
"40522817","https://pubmed.ncbi.nlm.nih.gov/40522817","A Randomized Trial of Nutrition and Exercise Treatment in Patients With Pancreatic and Non-Small Cell Lung Cancer (NEXTAC-TWO).","BACKGROUND: In our previous study (NEXTAC-ONE), the Nutrition and Exercise Treatment for Advanced Cancer (NEXTAC) program (including home-based exercise and branched-chain amino acid-containing supplements combined with nutritional counselling) was shown to potentially prevent low muscle mass-related disability in elderly cancer patients. This randomized controlled trial (NEXTAC-TWO) was conducted to elucidate whether the NEXTAC program prolongs disability-free survival in elderly patients with advanced pancreatic or non-small cell lung cancer. METHODS: This open-label, multicentre, randomized phase II study was conducted at 15 Japanese hospitals. Patients aged ≥ 70 years, with pathologically proven advanced pancreatic or non-small cell lung cancer, who were scheduled to undergo systemic chemotherapy for treatment-naïve tumours were randomly assigned (1:1) to undergo observation or receive the NEXTAC program for 12 weeks. Randomization was performed by the minimization method, using performance status and types with cancer diagnosis and anticancer treatment as adjustment factors. The primary endpoint was disability-free survival (period from randomization to the date patients were evaluated as needing care or death due to any cause). Key secondary endpoints were change in weight, muscle mass, physical activity, nutritional assessment, safety and survival. This trial was registered with the University Hospital Medical Information Network Clinical Trials Registry (UMIN000028801). RESULTS: From 2017 to 2019, 131 patients were enrolled and randomly assigned to NEXTAC (n = 66) or control arms (n = 65, median age 76.0 years). After randomization, two patients in the NEXTAC arm declined further participation. As a result, 64 patients (median age 75.5 years) received at least one session of the NEXTAC program. The completion rate of the planned exercise and nutrition consultation sessions was 98.4% in the NEXTAC arm. Of the 129 patients, 91 (71%) had a disability (44 in the NEXTAC arm; 47 in the control arm). In the primary analysis, median disability-free survival periods were 478 days (95% confidence interval [CI], 358-576) in the NEXTAC arm and 499 days in the control arm (95% CI, 363-604), with no significant differences between them (p = 0.884). The hazard ratio for disability-free survival in the NEXTAC arm compared with the control arm was 0.970 (95% CI 0.642-1.465). There were no differences in the secondary endpoints between the two arms. CONCLUSIONS: The patients had good compliance with the 12-week NEXTAC program but failed to show significant improvements in disability-free survival as compared to observation alone. Further study on the progression of low muscle mass in the NEXTAC arm is needed.","2025","Randomized Control Trial","Journal of cachexia, sarcopenia and muscle","phase2_rct","unspecified","unspecified","unspecified","EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""therapy""]","[""unspecified""]","131"
"40430899","https://pubmed.ncbi.nlm.nih.gov/40430899","Efficacy and Safety of Antibody-Drug Conjugates for Lung Cancer Therapy: A Systematic Review of Randomized and Non-Randomized Clinical Trials.","Background/Objectives: Lung cancer is the leading cause of cancer-related deaths worldwide. Non-Small-Cell Lung Cancer (NSCLC) accounts for 80-90% of all lung cancers. Antibody-Drug Conjugates (ADCs) represent an expanding targeted therapy option for the treatment of NSCLC. The aim is to perform a systematic literature review to evaluate the efficacy and safety profiles of ADCs currently undergoing clinical trials for the treatment of NSCLC. Methods: The study adhered to the Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) statement. Literature searches were conducted in PubMed, ClinicalTrial.gov and Web of Science databases, covering the period from 2014 to 2024. Only randomized and non-randomized phase II-IV clinical trials focusing on ADC-based therapies for adult patients affected by NSCLC were selected. The Revised Cochrane Risk-of-Bias Tool for Randomized Trials (RoB 2.0) and the Risk of Bias in Non-randomized Studies of Interventions (ROBINS-I) were used to evaluate the overall risk of bias in the included randomized and non-randomized studies, respectively. While GRADE (Grading of Recommendations, Assessment, Development and Evaluations) methodology was used to assess the certainty of the evidence. Efficacy endpoints were categorized based on primary outcomes while safety was assessed through the frequency and severity of Treatment-Emergent Adverse Events (TEAEs), and a qualitative summary of the findings was conducted. Results: A total of seven studies, including three randomized, three non-randomized, and one without specific allocation, were included, comprising 1287 patients, with 693 (54%) men, and an average age of 63 years old. Two studies were deemed to have a low risk of bias, while six had a moderate risk or some concerns. Five ADCs were evaluated: trastuzumab deruxtecan (T-DXd), trastuzumab emtansine (T-DM1), telisotuzumab vedotin, patritumab deruxtecan, and datopotamab deruxtecan (Dato-DXd). T-DXd demonstrated superior efficacy in HER2-overexpressing and HER2-mutant NSCLC, with an ORR of 52.9% and 49.0%, respectively. However, HER2-mutant patients exhibited a longer median DOR (16.8 vs. 6.2 months) but a higher incidence of grade ≥ 3 TEAEs (38.6% vs. 22%). T-DM1 showed modest efficacy, with an ORR of 20% in HER2-overexpressing NSCLC and 6.7% in HER2-mutant patients. Dato-DXd demonstrated improved ORR (26.4% vs. 12.8%) and PFS (4.4 vs. 3.7 months) compared to docetaxel. Patritumab deruxtecan achieved an ORR of 39% in EGFR-mutant NSCLC, while telisotuzumab vedotin exhibited limited activity in c-MET-positive NSCLC (ORR 9%, median DOR 7.5 months). Frequency and severity of TEAEs varied across ADCs, with ILD being a major concern, highlighting the need for strict patient monitoring and early intervention to mitigate severe adverse events. Conclusions: ADCs represent a promising advancement in NSCLC treatment, offering targeted therapeutic options beyond conventional chemotherapy and immunotherapy. T-DXd has emerged as the most effective ADC for HER2-mutant NSCLC with manageable safety profile, whereas Dato-DXd provides a viable alternative for TROP2-expressing tumors. While ADCs offer significant clinical benefits, careful patient selection and proactive management of adverse events remain crucial. Ongoing and future trials will further refine the role of ADCs in personalized NSCLC treatment, potentially expanding their tumor-agnostic use to broader patient populations.","2025","unspecified","Pharmaceutics","systematic_review","unspecified","unspecified","unspecified","EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""docetaxel"", ""immunotherapy"", ""therapy""]","[""ORR"", ""PFS"", ""DoR""]","1287"
"40450142","https://pubmed.ncbi.nlm.nih.gov/40450142","Perioperative durvalumab plus chemotherapy plus new agents for resectable non-small-cell lung cancer: the platform phase 2 NeoCOAST-2 trial.","In the phase II NeoCOAST-2 platform study, 202 patients with untreated, resectable stage IIA-IIIB non-small-cell lung cancer (NSCLC) were randomized to receive neoadjuvant durvalumab plus platinum-doublet chemotherapy with oleclumab, a CD73 inhibitor (Arm 1), or with monalizumab, a NKG2A inhibitor (Arm 2), or neoadjuvant durvalumab plus single-agent platinum chemotherapy with the TROP-2 antibody-drug conjugate (ADC) datopotamab deruxtecan (Arm 4), followed by surgical resection and adjuvant durvalumab with oleclumab or monalizumab (Arms 1 and 2) or durvalumab alone (Arm 4). Primary endpoints were pathological complete response (pCR) rate and safety; secondary endpoints included feasibility of surgery and major pathological response (mPR) rate. In the modified intention-to-treat population (n = 198; Arm 1, n = 74; Arm 2, n = 70; Arm 4, n = 54), pCR rates were 20.3% (15/74; 95% CI, 11.8-31.2), 25.7% (18/70; 95% CI, 16.0-37.6) and 35.2% (19/54; 95% CI, 22.7-49.4), and mPR rates were 41.9% (31/74; 95% CI, 30.5-53.9), 50.0% (35/70; 95% CI, 37.8-62.2) and 63.0% (34/54; 95% CI, 48.7-75.7) in arms 1, 2, and 4, respectively. In the safety population, 69/74 (93.2%), 66/71 (93.0%), and 51/54 (94.4%) patients underwent surgery, respectively. Overall, grade ≥3 treatment-related adverse events occurred in 27/74 (36.5%), 29/71 (40.8%) and 11/54 (20.4%) patients, respectively. In NeoCOAST-2, the first neoadjuvant trial examining an ADC plus chemo-immunotherapy in resectable NSCLC, pCR rates were highest in the datopotamab-deruxtecan-containing arm, warranting further investigation in larger trials of ADCs and checkpoint inhibition in the neoadjuvant setting. ClinicalTrials.gov identifier: NCT05061550 .","2025","Randomized Control Trial","Nature medicine","phase2_rct","unspecified","unspecified","unspecified","EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""platinum-doublet"", ""immunotherapy"", ""adjuvant"", ""neoadjuvant"", ""therapy""]","[""unspecified""]","202"
