pmid,url,title,abstract,publicationYear,publicationType,journalTitle,evidenceType,diseaseSetting,histology,lineOfTherapy,biomarkers,interventionTags,outcomeTags,relevantN
36931679,https://pubmed.ncbi.nlm.nih.gov/36931679,Organ-specific immune checkpoint inhibitor treatment in lung cancer: a systematic review and meta-analysis.,"OBJECTIVES: Based on the acknowledged organ-specific immune microenvironment, little is known regarding the efficacy of immunotherapy in patients with lung cancer according to metastatic sites. This meta-analysis aimed to explore the efficacy of immune checkpoint inhibitors (ICIs) vs chemotherapy in patients with lung cancer with liver metastases (LM) or brain metastases (BM). DESIGN: Meta-analysis and systematic review. DATA SOURCES: We systematically searched in electronic databases (PubMed, EMBASE, Cochrane Library and Web of Science), up to 31 January 2022. We also reviewed the abstracts from major international conferences. Eligibility criteria were randomised controlled phase II or III trials reporting the overall survival (OS) or progression-free survival (PFS) of LM or BM subsets. DATA EXTRACTION AND SYNTHESIS: Hazard ratios (HRs) with 95% CIs for OS and PFS were extracted and aggregated using a random-effects model. RESULTS: Twenty-four randomised controlled trials with available outcomes for patients with BMs or LMs were identified. A total of 1124 patients with BM and 2077 patients with LM were included in the analysis. The pooled OS HR of patients with LMs was 0.83 (95% CI 0.72 to 0.95), and that of patients without LM 0.73 (95% CI 0.69 to 0.79). LM was associated with less benefits from ICIs. In patients with BM treated with ICIs, the pooled OS HR compared with the control arms was 0.71 (95% CI 0.53 to 0.94). Subgroup analyses by histology suggested that only patients with non-small cell lung cancer (NSCLC) with BM could gain benefit from ICIs (HR 0.53, 95% CI 0.41 to 0.68). BM negatively influenced efficacy of immunotherapy in patients with small cell lung cancer. CONCLUSIONS: Our results showed immunotherapy demonstrated efficacy in patients with lung cancer with LM and BM, survival benefits dominantly favoured patients with NSCLC. Patients with lung cancer with LM obtained less benefits from ICIs than those without. Therefore, organ-specific immunotherapeutic approaches should be considered. PROSPERO REGISTRATION NUMBER: CRD42020212797.",2023,Systematic Review,BMJ open,systematic_review,metastatic,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""immunotherapy"", ""therapy""]","[""OS"", ""PFS""]",1124
37574132,https://pubmed.ncbi.nlm.nih.gov/37574132,Brigatinib Versus Alectinib in ALK-Positive NSCLC After Disease Progression on Crizotinib: Results of Phase 3 ALTA-3 Trial.,"INTRODUCTION: This open-label, phase 3 trial (ALTA-3; NCT03596866) compared efficacy and safety of brigatinib versus alectinib for ALK+ NSCLC after disease progression on crizotinib. METHODS: Patients with advanced ALK+ NSCLC that progressed on crizotinib were randomized 1:1 to brigatinib 180 mg once daily (7-d lead-in, 90 mg) or alectinib 600 mg twice daily, aiming to test superiority. The primary end point was blinded independent review committee-assessed progression-free survival (PFS). Interim analysis for efficacy and futility was planned at approximately 70% of 164 expected PFS events. RESULTS: The population (N = 248; brigatinib, n = 125; alectinib, n = 123) was notable for long median duration of prior crizotinib (16.0-16.8 mo) and low rate of ALK fusion in baseline circulating tumor DNA (ctDNA; 78 of 232 [34%]). Median blinded independent review committee-assessed PFS was 19.3 months with brigatinib and 19.2 months with alectinib (hazard ratio = 0.97 [95% confidence interval: 0.66-1.42], p = 0.8672]). The study met futility criterion. Overall survival was immature (41 events [17%]). Exploratory analyses pooled across the treatment groups revealed median PFS of 11.1 versus 22.5 months in patients with versus without ctDNA-detectable ALK fusion at baseline (hazard ratio: 0.48 [95% confidence interval: 0.32-0.71]). Treatment-related adverse events in more than 30% of patients (brigatinib, alectinib) were elevated levels of blood creatine phosphokinase (70%, 29%), aspartate aminotransferase (53%, 38%), and alanine aminotransferase (40%, 36%). CONCLUSIONS: Brigatinib was not superior to alectinib for PFS in crizotinib-pretreated ALK+ NSCLC. Safety was consistent with the well-established and unique profiles of each drug. The low proportion of patients with ctDNA-detectable ALK fusion may account for prolonged PFS with both drugs in ALTA-3.",2023,Randomized Control Trial,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,phase3_rct,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=yes,ROS1=unspecified,PDL1Bucket=any","[""unspecified""]","[""PFS""]",undefined
38214075,https://pubmed.ncbi.nlm.nih.gov/38214075,A phase Ib study evaluating the safety and efficacy of IBI310 plus sintilimab in patients with advanced non-small-cell lung cancer who have progressed after anti-PD-1/L1 therapy.,"BACKGROUND: The development of immune checkpoint inhibitors has made a significant breakthrough in the treatment of non-small-cell lung cancer (NSCLC). However, there remains a huge unmet clinical need for patients with acquired resistance after initial treatment response. METHODS: This study evaluated the combination of IBI310 (an anti-cytotoxic T lymphocyte-associated antigen-4 [CTLA-4] antibody) and sintilimab (an anti-programmed death 1 [PD-1]) antibody) in NSCLC patients who have previously been treated with anti-PD-1/ligand (L)1 and acquired resistance. The patients were randomly assigned to receive either a lower dose of IBI310 (1 mg/kg Q3W, cohort A) or a higher dose of IBI310 (3 mg/kg Q3W, cohort B) in combination with sintilimab (200 mg Q3W). The primary endpoints of the study were objective response rate (ORR) assessed by RECISTv1.1 and safety, while secondary endpoints included disease control rate (DCR), progression-free survival (PFS), and overall survival (OS). RESULTS: As of November 2, 2023, the study had enrolled 30 patients, with 15 patients in each cohort. The ORR was 13.3% (2/15, 95% confidence interval [CI], 1.7-40.5) in cohort B. DCR were 46.7% (95% CI, 21.3-73.4) and 66.7% (95% CI, 38.4-88.2) in cohorts A and B, respectively. In cohorts A and B of this trial, the median follow-up times were 4.2 and 5.6 months, respectively. Median PFS was 1.45 (95% CI, 1.35-2.73) versus 2.73 (95% CI, 1.41-4.90) months for cohort A versus B; the median OS was 7.03 (95% CI, 3.09-not calculable [NC]) months in cohort A and 8.90 (95% CI, 5.13-NC) months in cohort B. Of the 30 patients, 86.7% in both cohorts experienced treatment-related adverse events (TRAEs) with Grade ≥3 TRAEs occurring in 40% and 53.3% of patients in cohorts A and B, respectively. CONCLUSION: IBI310 3 mg/kg Q3W plus sintilimab was effective in a small number of previously treated anti-PD-1/L1-resistant NSCLC patients.",2024,Randomized Control Trial,Cancer medicine,undefined,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""therapy""]","[""DCR"", ""ORR"", ""OS"", ""PFS""]",30
39893774,https://pubmed.ncbi.nlm.nih.gov/39893774,First-line nivolumab plus platinum chemotherapy and bevacizumab for advanced nonsquamous non-small cell lung cancer: A 3-year follow-up of the phase 3 randomized TASUKI-52 trial.,"OBJECTIVES: In the randomized phase III TASUKI-52 trial, nivolumab with carboplatin, paclitaxel, and bevacizumab significantly prolonged the progression-free survival (PFS) of treatment-naive patients with advanced or recurrent nonsquamous non-small cell lung cancer (NSCLC). Here, we report the long-term outcomes of patients treated with nivolumab plus carboplatin, paclitaxel, and bevacizumab with 3 years of follow-up. METHODS: Patients with stage IIIB/IV or recurrent nonsquamous NSCLC without sensitizing EGFR, ALK, or ROS1 mutations were randomized (1:1) to receive either nivolumab or placebo, in addition to carboplatin, paclitaxel, and bevacizumab, every 3 weeks. Treatment was continued for a maximum of six cycles. The endpoints included PFS, overall survival (OS), and safety. Exploratory analyses included efficacy and safety in subgroups. RESULTS: A total of 550 patients were randomized to the nivolumab arm (n = 275) and placebo arm (n = 275). At the minimum follow-up of 36.1 months, PFS was consistently longer in the nivolumab arm than in the placebo arm (median, 10.6 vs. 8.2 months; hazard ratio [HR], 0.59; 95 % confidence interval [CI], 0.47-0.73; P < 0.0001), with PFS rates of 20.2 % vs. 4.9 %. The median OS was 31.6 months (95 % CI, 26.8-36.5) in the nivolumab arm and 24.7 months (95 % CI, 21.1-28.0) in the placebo arm (HR, 0.71; 95 % CI, 0.57-0.88), with OS rates of 44.2 % and 32.3 %, respectively. Of note, PFS and OS favored the nivolumab arm across patients with different PD-L1 expression levels, and regardless of baseline brain metastasis status. Grade 3-4 treatment-related adverse events occurred in 76.2 % and 74.9 % of the patients in the nivolumab and placebo arms, respectively, while no new safety concerns were identified. CONCLUSION: Nivolumab, in addition to carboplatin, paclitaxel, and bevacizumab, remained to demonstrate significantly longer PFS and long-term OS benefit compared with placebo in the first-line treatment of patients with nonsquamous NSCLC. The extended follow-up identified no new safety signals.",2025,Randomized Control Trial,"Lung cancer (Amsterdam, Netherlands)",phase2_rct,unspecified,squamous,first_line,"EGFR=yes,ALK=yes,ROS1=yes,PDL1Bucket=any","[""chemotherapy"", ""nivolumab"", ""therapy""]","[""OS"", ""PFS""]",550
34409891,https://pubmed.ncbi.nlm.nih.gov/34409891,"Multi-Center, Randomized, Double-Blind, Placebo-Controlled, Exploratory Study to Evaluate the Efficacy and Safety of HAD-B1 for Dose-Finding in EGFR Mutation Positive and Locally Advanced or Metastatic NSCLC Subjects Who Need Afatinib Therapy.","Afatinib is a target anticancer drug of the second-generation EGFR TKI type, showing an advantage in treatment effect compared to conventional chemotherapy. However, patients on EGFR-TKI drugs also usually progress after 9 to 13 months according to secondary resistance. HAD-B1 is composed of drugs that are effective against lung cancer. This study is an exploratory study to evaluate the efficacy and safety between dosage groups by conducting a clinical trial in subjects requiring afatinib drug treatment in non-small cell lung cancer with EGFR mutation positive to determine the optimal dosage for HAD-B1 administration. At the final visit compared to before administration, each change in the disease control rate was measured according to the HAD-B1 doses of the test group 1 (972 mg), the test group 2 (1944 mg), and the control group. The efficacy and safety of HAD-B1 were compared and evaluated through sub-evaluation variables. As a result of the study, there was no statistically significant difference in the disease control rate at 12 weeks after dosing, but complete and partial remission were evaluated as 1 patient each in the test group 1, and none in the other groups. There was no statistically significant difference between groups in the sub-evaluation variable. In addition, there was no problem of safety from taking the test drug. However, the initially planned number of subjects was 66, but the number of enrolled subjects was only 14, which may limit the results of this study.",2021,Randomized Control Trial,Integrative cancer therapies,undefined,mixed,unspecified,unspecified,"EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""egfr-tki"", ""therapy""]","[""unspecified""]",undefined
38625698,https://pubmed.ncbi.nlm.nih.gov/38625698,Neoadjuvant Chemo-Immunotherapy for Early-Stage Non-Small Cell Lung Cancer: A Systematic Review and Meta-Analysis.,"IMPORTANCE: Randomized clinical trials (RCTs) with neoadjuvant immune checkpoint inhibitors (ICIs) plus chemotherapy (ICI-chemotherapy) for patients with early-stage non-small cell lung cancer (NSCLC) have reported consistent associations with event-free survival (EFS) and pathologic complete response (pCR) pending longer follow-up for overall survival data. OBJECTIVE: To assess the pooled benefit of ICI-chemotherapy in 2-year EFS and pCR among patients with NSCLC and examine the impact of clinical, pathologic, and treatment-related factors. DATA SOURCES: Full-text articles and abstracts in English were searched in EMBASE, PubMed, the Cochrane Central Register of Controlled Trials, and the Cochrane Database of Systematic Reviews through November 1, 2023, and in oncology conference proceedings from January 1, 2008, to November 1, 2023. STUDY SELECTION: Phase 2 or 3 RCTs with neoadjuvant ICI-chemotherapy with or without adjuvant ICIs vs neoadjuvant chemotherapy alone with or without placebo or observation in patients with previously untreated NSCLC staged IB to IIIB were included. DATA EXTRACTION AND SYNTHESIS: Data extraction of prespecified data elements was performed by 2 reviewers using a structured data abstraction electronic form. A random-effects model was used for meta-analysis. The meta-analysis followed the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guideline. MAIN OUTCOMES AND MEASURES: Two-year EFS and pCR were the outcomes of interest in patients who received neoadjuvant ICI-chemotherapy (experimental arm) or neoadjuvant chemotherapy alone (control arm). Aggregated pooled hazard ratios (HRs) for time-to-event outcomes (2-year EFS) and risk ratios (RRs) for dichotomous outcomes (pCR) with their respective 95% CIs were calculated. RESULTS: Eight trials with 3387 patients were included, with some concerns of risk of bias as assessed by the Cochrane Collaboration method, mainly related to outcomes measurements. Neoadjuvant ICI-chemotherapy was associated with improved 2-year EFS (HR, 0.57; 95% CI, 0.50-0.66; P < .001) and increased pCR rate (RR, 5.58; 95% CI, 4.27-7.29; P < .001) in the experimental vs control treatment arms. This association was not significantly modified by the main patient characteristics; tumor- or treatment-related factors, including tumor programmed cell death ligand 1 (PD-L1) status; type of platinum-compound chemotherapy; number of cycles of neoadjuvant ICI-chemotherapy; or addition of adjuvant ICIs. Patients whose tumor cells were negative for PD-L1 were at higher risk of relapse (HR, 0.75; 95% CI, 0.62-0.91) than were those with low (HR, 0.61; 95% CI, 0.37-0.71) or high PD-L1 (HR, 0.40; 95% CI, 0.27-0.58) (P = .005). CONCLUSIONS AND RELEVANCE: In this systematic review and meta-analysis of neoadjuvant ICI-chemotherapy RCTs in patients with early-stage NSCLC, 3 cycles of neoadjuvant platinum-based ICI-chemotherapy were associated with a meaningful improvement in 2-year EFS and pCR.",2024,Systematic Review,JAMA network open,systematic_review,early,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""immunotherapy"", ""adjuvant"", ""neoadjuvant"", ""therapy""]","[""EFS""]",3387
34264503,https://pubmed.ncbi.nlm.nih.gov/34264503,"Efficacy and Safety of Bevacizumab Biosimilar FKB238 Versus Originator Bevacizumab: Results from AVANA, a Phase III Trial in Patients with Non-Squamous Non-Small-Cell Lung Cancer (non-sq-NSCLC).","BACKGROUND: Bevacizumab is an antiangiogenic recombinant humanized monoclonal antibody that inhibits tumor growth. FKB238, a bevacizumab biosimilar, has analytical pharmacokinetic and safety profiles similar to those of bevacizumab. OBJECTIVE: This phase III trial (NCT02810457) compared the efficacy and safety of FKB238 with that of bevacizumab in patients with advanced/recurrent non-squamous non-small-cell lung cancer (non-sq-NSCLC). METHODS: This global, multicenter, double-blind, parallel, randomized, comparative clinical trial enrolled and randomized patients with advanced/recurrent non-sq-NSCLC to receive intravenous infusions of either FKB238 15 mg/kg or bevacizumab 15 mg/kg. All patients received intravenous infusions of paclitaxel 200 mg/m(2) and carboplatin (area under the curve 6.0) immediately prior to investigational products for 4-6 cycles. FKB238 and bevacizumab were administered on day 1 of each 21-day cycle until objective progressive disease by RECIST version 1.1 or other discontinuation criteria were met. The primary efficacy endpoint was overall response rate (ORR), including complete and partial response and based on blinded independent central review assessment. Other efficacy determinations included progression-free survival (PFS), overall survival (OS), and immunogenicity. Adverse events and severity were reported. RESULTS: The ORR for the intent-to-treat (ITT) population (N = 731) was 51.6% in the FKB238 arm (N = 364) and 53.7% in the bevacizumab arm (N = 367). The FKB238:bevacizumab ORR ratio (ITT population) was 0.96 (90% confidence interval [CI] 0.86-1.08), and the difference in ORR (per-protocol set) between FKB238 and bevacizumab was - 0.02 (95% CI - 0.09 to 0.06). Both CIs fell within the prespecified equivalence margins. Estimated median PFS was 7.72 and 7.62 months in the FKB238 and bevacizumab arms, respectively (hazard ratio 0.97; 95% CI 0.82-1.16). Treatment-emergent adverse events (TEAEs) were reported for 94.2% and 95.1% of patients in the FKB238 and bevacizumab arms, respectively. Grade 3 or higher TEAEs were reported for 53.6% and 55.5% of patients in the FKB238 and bevacizumab arms, respectively. Serious TEAEs were reported for 25.1% and 26.0% of patients treated with FKB238 and bevacizumab, respectively. CONCLUSIONS: Efficacy equivalence was demonstrated between the two drugs, and safety profiles were similar. There were no meaningful differences in efficacy and safety between FKB238 or bevacizumab in patients with non-sq-NSCLC. TRIAL REGISTRATION NUMBER: NCT02810457.",2021,Randomized Control Trial,"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",phase2_rct,unspecified,non_squamous,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""antiangiogenic""]","[""ORR"", ""OS"", ""PFS""]",undefined
37817073,https://pubmed.ncbi.nlm.nih.gov/37817073,The timing of durvalumab administration affects the risk of pneumonitis in patients with locally advanced non-small cell lung cancer: a systematic review and meta-analysis.,"PURPOSE: The PACIFIC study has demonstrated that the administration of durvalumab following concurrent chemoradiotherapy can significantly improve both overall survival and progression-free survival rates in patients with locally advanced unresectable non-small cell lung cancer. While the latest NCCN guidelines recommend this combination regimen, they do not specify the optimal timing for administering durvalumab after completing radiotherapy. The PACIFIC study suggested initiating durvalumab within 42 days of completing radiotherapy, but early administration of the drug may increase the incidence of pneumonitis. Therefore, we conducted this study to investigate whether the time interval between completion of radiotherapy and initiation of durvalumab treatment is associated with the risk of pneumonitis (Grade ≥ 3), which is the primary endpoint, as well as progression-free survival, which is the secondary endpoint. METHODS: A comprehensive search of clinical trials in PubMed and EMBASE was conducted up to March 2023 to identify clinical trials involving locally advanced unresectable non-small cell lung cancer patients who were treated with durvalumab following chemoradiotherapy. Meta-analysis was performed on single-arm studies to estimate the incidence of pneumonitis (Grade ≥ 3) and progression-free survival in all studies, as well as in studies that administered durvalumab within 42 days after completion of radiotherapy. RESULTS: This meta-analysis consisted of nine studies with a total of 2560 patients. The analysis showed that the incidence of pneumonitis (Grade ≥ 3) was 5.36% [95%CI (0.03, 0.08), I(2) = 18.41%, p = 0.29], while the 1-year progression-free survival rate was 57.91% [95%CI (0.53, 0.63), I(2) = 10.57%, p = 0.35]. Furthermore, when the duration between completion of radiotherapy and initiation of durvalumab treatment was shorter than 42 days, the incidence of pneumonitis (Grade ≥ 3) was 4.12% [95%CI (0.02, 0.06), I(2) = 0.00%, p = 0.56], with a 1-year progression-free survival rate of 61.03% [95%CI (0.51, 0.71), I(2) = 59.06%, p = 0.09]. CONCLUSION: Overall, based on the available evidence, it appears that there is no significant increase in pneumonitis or decrease in progression-free survival (PFS) when the time interval is less than 42 days and a shorter interval between treatment sessions does not necessarily have a detrimental effect on the rate of pneumonitis. We recommend that clinicians carefully evaluate the specific circumstances of each patient to determine the optimal timing for initiating immunotherapy.",2023,Systematic Review,BMC cancer,systematic_review,locally advanced,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""immunotherapy"", ""therapy""]","[""PFS""]",2560
29966800,https://pubmed.ncbi.nlm.nih.gov/29966800,"Results of PROFILE 1029, a Phase III Comparison of First-Line Crizotinib versus Chemotherapy in East Asian Patients with ALK-Positive Advanced Non-Small Cell Lung Cancer.","INTRODUCTION: The phase III randomized PROFILE 1014 study demonstrated superiority of crizotinib to first-line chemotherapy in prolonging progression-free survival (PFS) in previously untreated patients with ALK receptor tyrosine kinase gene (ALK)-positive advanced nonsquamous NSCLC. This result was consistent with that in the smaller subset of East Asian patients in PROFILE 1014. The subsequent study reported here prospectively evaluated crizotinib in a larger East Asian patient population. METHODS: In this open-label phase III study (PROFILE 1029), patients were randomized 1:1 to receive orally administered crizotinib 250 mg twice daily continuously (3-week cycles) or intravenously administered chemotherapy (pemetrexed 500 mg/m(2), plus cisplatin 75 mg/m(2), or carboplatin [at a dose to produce area under the concentration-time curve of 5-6 mg·min/mL]) every 3 weeks for a maximum of six cycles. PFS confirmed by independent radiology review was the primary end point. RESULTS: Crizotinib significantly prolonged PFS (hazard ratio, 0.402; 95% confidence interval [CI]: 0.286-0.565; p < 0.001). The median PFS was 11.1 months with crizotinib and 6.8 months with chemotherapy. The objective response rate was 87.5% (95% CI: 79.6-93.2%) with crizotinib versus 45.6% (95% CI: 35.8-55.7%) with chemotherapy (p < 0.001). The most common adverse events were increased transaminase levels, diarrhea, and vision disorders with crizotinib and leukopenia, neutropenia, and anemia with chemotherapy. Significantly greater improvements from baseline in patient-reported outcomes were seen in crizotinib-treated versus chemotherapy-treated patients. CONCLUSIONS: First-line crizotinib significantly improved PFS, objective response rate, and patient-reported outcomes compared with standard platinum-based chemotherapy in East Asian patients with ALK-positive advanced NSCLC, which is similar to the results from PROFILE 1014. The safety profiles of crizotinib and chemotherapy were consistent with those previously published.",2018,unspecified,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,phase2_rct,unspecified,squamous,first_line,"EGFR=unspecified,ALK=yes,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""therapy""]","[""PFS""]",undefined
35201290,https://pubmed.ncbi.nlm.nih.gov/35201290,Palliative Radiation for Advanced Central Lung Tumors With Intentional Avoidance of the Esophagus (PROACTIVE): A Phase 3 Randomized Clinical Trial.,"IMPORTANCE: Palliative thoracic radiotherapy (RT) can alleviate local symptoms associated with advanced non-small cell lung cancer (NSCLC), but esophagitis is a common treatment-related adverse event. Whether esophageal-sparing intensity-modulated RT (ES-IMRT) achieves a clinically relevant reduction in esophageal symptoms remains unclear. OBJECTIVE: To examine whether ES-IMRT achieves a clinically relevant reduction in esophageal symptoms compared with standard RT. DESIGN, SETTING, AND PARTICIPANTS: Palliative Radiation for Advanced Central Lung Tumors With Intentional Avoidance of the Esophagus (PROACTIVE) is a multicenter phase 3 randomized clinical trial that enrolled patients between June 24, 2016, and March 6, 2019. Data analysis was conducted from January 23, 2020, to October 22, 2021. Patients had up to 1 year of follow-up. Ninety patients at 6 tertiary academic cancer centers who had stage III/IV NSCLC and were eligible for palliative thoracic RT (20 Gy in 5 fractions or 30 Gy in 10 fractions) were included. INTERVENTIONS: Patients were randomized (1:1) to standard RT (control arm) or ES-IMRT. Target coverage was compromised to ensure the maximum esophagus dose was no more than 80% of the RT prescription dose. MAIN OUTCOMES AND MEASURES: The primary outcome was esophageal quality of life (QOL) 2 weeks post-RT, measured by the esophageal cancer subscale (ECS) of the Functional Assessment of Cancer Therapy: Esophagus questionnaire. Higher esophageal cancer subscale scores correspond with improved QOL, with a 2- to 3-point change considered clinically meaningful. Secondary outcomes included overall survival, toxic events, and other QOL metrics. Intention-to-treat analysis was used. RESULTS: Between June 24, 2016, and March 6, 2019, 90 patients were randomized to standard RT or ES-IMRT (median age at randomization, 72.0 years [IQR, 65.6-80.3]; 50 [56%] were female). Thirty-six patients (40%) received 20 Gy and 54 (60%) received 30 Gy. For the primary end point, the mean (SD) 2-week ECS score was 50.5 (10.2) in the control arm (95% CI, 47.2-53.8) and 54.3 (7.6) in the ES-IMRT arm (95% CI, 51.9-56.7) (P = .06). Symptomatic RT-associated esophagitis occurred in 24% (n = 11) of patients in the control arm vs 2% (n = 1) in the ES-IMRT arm (P = .002). In a post hoc subgroup analysis based on the stratification factor, reduction in esophagitis was most evident in patients receiving 30 Gy (30% [n = 8] vs 0%; P = .004). Overall survival was similar with standard RT (median, 8.6; 95% CI, 5.7-15.6 months) and ES-IMRT (median, 8.7; 95% CI, 5.1-10.2 months) (P = .62). CONCLUSIONS AND RELEVANCE: In this phase 3 randomized clinical trial, ES-IMRT did not significantly improve esophageal QOL but significantly reduced the incidence of symptomatic esophagitis. Because post hoc analysis found that reduced esophagitis was most evident in patients receiving 30 Gy of RT, these findings suggest that ES-IMRT may be most beneficial when the prescription dose is higher (30 Gy). TRIAL REGISTRATION: ClinicalTrials.gov Identifier: NCT02752126.",2022,Randomized Control Trial,JAMA oncology,phase3_rct,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""therapy""]","[""QoL""]",90
39395662,https://pubmed.ncbi.nlm.nih.gov/39395662,Risk Factors for Locoregional Relapse After Segmentectomy: Supplementary Analysis of the JCOG0802/WJOG4607L Trial.,"INTRODUCTION: The JCOG0802/WJOG4607L trial revealed superior overall survival in segmentectomy compared with lobectomy for small-peripheral NSCLC. Nevertheless, locoregional relapse (LR) is a major issue for segmentectomy. An ad hoc supplementary analysis aimed to determine the risk factors for LR and the degree of advantages of segmentectomy on the basis of primary tumor sites. METHODS: Participants in multi-institutional and intergroup, open-label, phase 3 randomized controlled trial in Japan were enrolled from August 10, 2009, to October 21, 2014. Risk factors for LR after segmentectomy and clinical features following the primary tumor site were investigated. RESULTS: Of 1105 patients, 576 and 529 underwent lobectomy and segmentectomy, respectively. The primary tumor site for segmentectomy was the left upper division, left lingular segment, left S6, left basal segment, right upper lobe, right S6, or right basal segment. Multivariable analysis in the segmentectomy group revealed that pure-solid appearance on thin-section computed tomography (OR = 3.230; 95% confidence interval [CI]: 1.559-6.690; p = 0.0016), margin distance less than the tumor size (OR = 2.682; 95% CI: 1.350-5.331; p = 0.0049), and male sex (OR = 2.089; 95% CI: 1.047-4.169; p = 0.0366) were significantly associated with LR. Patients with left lingular segment tumors (OR = 4.815; 95% CI: 1.580-14.672) tended to experience LR more frequently than those with left upper division tumors, although primary tumor sites were not statistically significant. CONCLUSIONS: Thin-section computed tomography findings and margin distance are important factors to avoid LR in segmentectomy.",2025,Randomized Control Trial,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,phase3_rct,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""unspecified""]","[""unspecified""]",1105
38520847,https://pubmed.ncbi.nlm.nih.gov/38520847,Association between skin toxicity and efficacy of necitumumab in squamous non-small-cell lung cancer: a pooled analysis of two randomized clinical trials-SQUIRE and JFCM.,"BACKGROUND: Efficacy of necitumumab [recombinant human monoclonal antibody that blocks the ligand binding epidermal growth factor receptor (EGFR)] in patients with squamous (SQ) non-small-cell lung cancer (NSCLC) has been confirmed in two randomized clinical trials (SQUIRE and JFCM). This study evaluated the association between efficacy and initial skin toxicity with necitumumab treatment by analyzing pooled data from two clinical trials (SQUIRE and JFCM). MATERIALS AND METHODS: Data of 635 patients with SQ-NSCLC (intent-to-treat population) treated with necitumumab plus gemcitabine and cisplatin (N + GC) were pooled from two clinical trials (SQUIRE and JFCM). The relationship between skin toxicities developed by the end of the second cycle and efficacy was evaluated. Efficacy endpoints included overall survival (OS), progression-free survival (PFS), and objective response rate (ORR). Univariate and multivariate analyses were carried out for these endpoints. RESULTS: OS and ORR were associated with skin toxicity, whereas PFS was not. Patients with grade ≥2 or grade 1 skin toxicity had significantly longer OS compared to patients without skin toxicity (grade 0) in the N + GC group [median = 15.0 (grade ≥2); 12.7 (grade 1); 9.4 (grade 0) months; hazard ratio (HR) = 0.51 (grade ≥2 to grade 0); 95% confidence interval (CI) 0.40-0.64, P < 0.001 and HR = 0.64 (grade 1 to grade 0); 95% CI 0.52-0.80, P < 0.001]. In multivariate analysis, OS was significantly associated with skin toxicity. CONCLUSIONS: A significant association was found between necitumumab-induced skin toxicity and efficacy. These results are consistent with the previously reported association between other EGFR inhibitors-induced skin toxicity and efficacy.",2024,Randomized Control Trial,ESMO open,undefined,unspecified,squamous,unspecified,"EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""unspecified""]","[""ORR"", ""OS"", ""PFS""]",635
