pmid,url,title,abstract,publicationYear,publicationType,journalTitle,evidenceType,diseaseSetting,histology,lineOfTherapy,biomarkers,interventionTags,outcomeTags,relevantN
32692199,https://pubmed.ncbi.nlm.nih.gov/32692199,Efficacy and safety of Kanglaite injection combined with first-line platinum-based chemotherapy in patients with advanced NSCLC: a systematic review and meta-analysis of 32 RCTs.,"BACKGROUND: As a Chinese medicine injections, Kanglaite injection (KLT) is a complementary or alternative therapy for first-line platinum-based chemotherapy. However, the effect that certain factors, including the dose of KLT, chemotherapy cycles, evaluation criteria, or supportive treatment, have on the efficacy of the objective response rate (ORR), median survival time (MST), and adverse reactions is still unknown. METHODS: Eight databases were systematically searched from the inception dates to December 1, 2019, using the keywords Kanglaite, chemotherapy, and non small cell lung carcinoma to identify randomized clinical trials (RCTs). Analyses were performed using Review Manager 5.3 and Stata 15.1. RESULTS: There were 32 randomized controlled trials, involving 2,577 participants, that fulfilled the inclusion criteria. Compared with first-line platinum-based chemotherapy alone, KLT combined with chemotherapy could increase the ORR [risk ratio (RR), 1.41 (95% CI: 1.28 to 1.56); absolute risk difference (ARD), 0.13 (95% CI: 0.1 to 0.17)], decrease the risk ratio of adverse reactions [nausea and vomiting: RR, 0.58 (95% CI: 0.42 to 0.81); ARD, -0.17 (95% CI: -0.26 to -0.08); leukopenia: RR, 0.61 (95% CI: 0.44 to 0.86); ARD, -0.16 (95% CI: -0.24 to -0.08)], prolong MST, and increase disease control rate and Karnofsky performance status. According to the subgroup analyses, KLT combined with cisplatin or paraplatin plus paclitaxel (TP) failed to demonstrate a significant association with the ORR. And when lacking the use of supportive treatment, this combination would not decrease the RR of both adverse reactions compared with chemotherapy alone. CONCLUSIONS: KLT plus first-line platinum-based chemotherapy, except when chemotherapy regimens were TP, increased efficacy and quality of life in patients with advanced NSCLC. We are unsure whether this combination offers a low risk of adverse reactions. Additional high-quality RCTs are warranted to assess the effects of the combined therapy further.",2020,Systematic Review,Annals of palliative medicine,systematic_review,unspecified,unspecified,first_line,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""therapy""]","[""ORR""]",undefined
30190486,https://pubmed.ncbi.nlm.nih.gov/30190486,The diagnostic accuracy of circulating tumor DNA for the detection of EGFR-T790M mutation in NSCLC: a systematic review and meta-analysis.,"This pooled analysis aims at evaluating the diagnostic accuracy of circulating tumor (ct) DNA for the detection of EGFR-T790M mutation in NSCLC patients who progressed after EGFR-TKIs. Data from all published studies, reporting both sensitivity and specificity of plasma-based EGFR-T790M mutation testing by ctDNA were collected by searching in PubMed, Cochrane Library, American Society of Clinical Oncology, European Society of Medical Oncology and World Conference of Lung Cancer meeting proceedings. A total of twenty-one studies, with 1639 patients, were eligible. The pooled sensitivity of ctDNA analysis was 0.67 (95% CI: 0.64-0.70) and the pooled specificity was 0.80 (95% CI: 0.77-0.83). The pooled positive predictive value (PPV) was 0.85 (95% CI: 0.82-0.87) and the pooled negative predictive value (NPV) was 0.60 (95% CI: 0.56-0.63). The positive likelihood ratio (PLR) and negative likelihood ratio (NLR) were 2.67 (95% CI: 1.86-3.82) and 0.46 (95% CI: 0.38-0.54), respectively. The pooled diagnostic odds ratio (DOR) was 7.27 (4.39-12.05) and the area under the curve (AUC) of the summary receiver operating characteristics (sROC) curve was 0.77. The ctDNA analysis represents a promising, non-invasive approach to detect and monitor the T790M mutation status in NSCLC patients. Development of standardized methodologies and clinical validation are recommended.",2018,Systematic Review,Scientific reports,systematic_review,unspecified,unspecified,unspecified,"EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""egfr-tki""]","[""DoR""]",1639
41213939,https://pubmed.ncbi.nlm.nih.gov/41213939,Ablation plus immunotherapy versus immunotherapy alone in patients of advanced NSCLC who develop oligo-residual disease after anti-PD-1/L1 therapy (BOOSTER): a randomized phase 2 trial.,"Local consolidative therapy (LCT) has been demonstrated to enhance the survival benefits of immunotherapy in non-small cell lung cancer (NSCLC) patients with oligometastatic or oligoprogressive disease. This randomized, phase 2 trial investigated the efficacy and safety of ablation combining continuous immunotherapy in NSCLC patients with oligo-residual disease (ORD) after anti-PD-1/L1 therapy (ChiCTR, identifier: ChiCTR2000032479). From March 2021 to March 2024, 65 patients were randomly assigned (2:1) to ablation combination group (n = 43) and immunotherapy maintenance group (n = 22), and the full analysis set finally included 42 patients in ablation plus immunotherapy group and 20 patients in immunotherapy maintenance group. With a median follow-up duration of 17.8 months, patients receiving ablation combination were associated with significantly longer PFS (median 26.7 vs. 11.7 months, p < 0.001, HR = 0.213, 95%CI 0.099-0.461) and a trend of longer OS (p = 0.036, HR = 0.242, 95%CI 0.057-1.019) than those without ablation. Subgroup analysis showed that cryoablation (n = 13) yielded potentially superior survival than thermal ablation (n = 31) (mPFS: NA vs. 22.4 months, p = 0.011), which might induced by the elevated level of IFN-α after cryotherapy compared to thermal ablation (p = 0.078). Additionally, ablation combination group showed a decreased rate of systemic progression pattern compared with immunotherapy maintenance group. Regarding safety, the combination of ablation and immunotherapy was well tolerated, with only 1 patient experiencing grade 3 pneumothorax after ablation. In conclusion, the addition of ablation is well-tolerated and prolongs the survival of immunotherapy in patients with advanced NSCLC who develop ORD after anti-PD-1/L1 therapy, while cryoablation showing potentially superior survival benefit compared to thermal ablation.",2025,Randomized Control Trial,Signal transduction and targeted therapy,phase2_rct,metastatic,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""immunotherapy"", ""therapy""]","[""OS"", ""PFS""]",65
29984565,https://pubmed.ncbi.nlm.nih.gov/29984565,Combined aerobic exercise and high-intensity respiratory muscle training in patients surgically treated for non-small cell lung cancer: a pilot randomized clinical trial.,"BACKGROUND: Lung resection surgery further decreases exercise capacity and negatively affects respiratory muscle function in patients with non-small cell lung cancer (NSCLC). The best design for exercise interventions in these patients has not been determined yet. AIM: To assess the impact of aerobic exercise and high-intensity respiratory muscle training on patient outcomes following lung cancer resection surgery. DESIGN: Prospective, single-blind, pilot randomized controlled trial. SETTING: Outpatient cardiopulmonary rehabilitation unit of two university hospitals. POPULATION: Thirty-seven patients with NSCLC after tumor resection. METHODS: Patients were randomly assigned to exercise training or usual post-operative care. The training program consisted of aerobic exercises and high-intensity respiratory muscle training (24 supervised sessions, 3 per week, 8 weeks). Primary outcome was exercise capacity assessed with peak oxygen uptake (VO2peak) during cardiopulmonary exercise test. Secondary outcomes included changes in respiratory muscle strength, levels of serum insulin growth factor I (IGF-I) and IGF binding protein 3 (IGFBP-3), and quality of life assessed with the European Organization for Research and Treatment of Cancer (EORTC QLQ-C30) questionnaire. RESULTS: The 8-week training program was associated with significant improvement in VO2peak (2.13 mL/Kg/min [95%CI 0.06 to 4.20]), maximal inspiratory and expiratory pressures (18.96 cmH2O [95% CI 2.7 to 24.1] and 18.58 cmH2O [95% CI 4.0 to 33.1], respectively) and IGFBP-3 (0.61 µg/mL [%95 CI 0.1 to 1.12]). No significant differences were observed in the EORTC QLQ-C30. CONCLUSIONS: An 8-week exercise program consisting of aerobic exercise and high-intensity respiratory muscle training improved exercise capacity, respiratory muscle strength, and serum IGFBP-3 levels in NSCLC patients after lung resection. There was no impact on the other outcomes assessed. CLINICAL REHABILITATION IMPACT: A combination of aerobic exercise and respiratory muscle training could be included in the rehabilitation program of deconditioned patients with NSCLC after lung resection surgery.",2019,Randomized Control Trial,European journal of physical and rehabilitation medicine,prospective_obs,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""unspecified""]","[""unspecified""]",undefined
41412311,https://pubmed.ncbi.nlm.nih.gov/41412311,Correlation of ORR and PFS with OS outcomes in phase III trials of immunotherapy in advanced NSCLC: Systematic review and meta-analysis.,"BACKGROUND: The ability of progression-free survival (PFS) and overall response rate (ORR) to predict overall survival (OS) outcomes in cancer trials is matter of debate. Herein, we investigated whether PFS and ORR predicted OS results in randomized clinical trials (RCTs) testing immune checkpoint inhibitors (ICIs) in advanced NSCLC. METHODS: ORR (OR(ORR),%ORR), OS (HR(OS),mOS) and PFS (HR(PFS),mPFS) data were collected from phase III RCTs investigating ICIs in advanced NSCLC. Linear regression, weighted by sample size, between surrogate endpoints and OS were calculated. The power of correlation was defined by the value of coefficient of determination R(2) (≥0.7 strong, 0.69-0.50 moderate, <0.5 weak). RESULTS: Forty investigational arms of ICIs ± chemotherapy (ChT) were identified for further investigation. Arm-level analysis revealed that mPFS had a strong correlation with mOS in all comparisons (R(2)=0.71), in ICIs+ChT trials (R(2)=0.81) and in first-line setting (R(2)=0.71). A weak correlation was found between mPFS-mOS (R(2)=0.48) in trials of ICIs without chemotherapy. Next, trial-level analysis revealed a weak correlation between HR(OS) and HR(PFS) in all different groups, except in ICIs+ChT trial (R(2)=0.60). In addition, based on arm-level analysis, mOS and %ORR had moderate correlation in all comparisons (R(2)=0.58), in ICIs+ChT (R(2)=0.58) or ICIs (R(2)=0.53). In trial-level analysis, OR(ORR) and HR(OS) had moderate correlation (R(2)=0.55) in first-line setting and a strong correlation in ICIs+ChT trials (R(2)=0.79). CONCLUSIONS: Across trials investigating ICIs in advanced NSCLC, PFS and ORR demonstrated various degrees of relationship with OS. Caution should be taken when efficacy of novel ICIs regimens is evaluated only using surrogate outcomes.",2026,Systematic Review,Critical reviews in oncology/hematology,systematic_review,unspecified,unspecified,first_line,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""immunotherapy"", ""therapy""]","[""ORR"", ""OS"", ""PFS""]",undefined
41052882,https://pubmed.ncbi.nlm.nih.gov/41052882,Causal AI-based clinical and radiomic analysis for optimizing patient selection in combined immunotherapy and SABR in early-stage NSCLC: a secondary analysis of the phase II I-SABR trial.,"BACKGROUND: The recent phase II randomized stereotactic ablative radiotherapy with and without immunotherapy (I-SABR) trial has shown improved event-free survival (EFS) when adding immunotherapy to stereotactic ablative radiotherapy (SABR) for early-stage inoperable non-small cell lung cancer (NSCLC). However, optimizing patient selection thereof is critical, because not every patient benefits from immunotherapy. Leveraging the powerful use of artificial intelligence, this secondary analysis of the I-SABR trial developed a modeling system (named ""I-SABR-SELECT"") based on clinical and radiomic factors to address which patients should receive additional immunotherapy. METHODS: The discovery/validation cohorts were from the I-SABR trial, with external validation from the single-arm STARS trial. Individual treatment effect scores, estimating the benefit of adding immunotherapy, were derived from radiomic and clinical predictors using counterfactual reasoning. Dimensionality reduction was applied to mitigate overfitting and enhance model robustness. We also evaluated the average treatment effect between subgroups of patients who were treated following versus against the model's recommendation. RESULTS: The model recommended that 49% (69/141) patients enrolled in the I-SABR trial switch treatments (65% (49/75) in the SABR arm and 30% (20/66) in the I-SABR arm). Patients treated by the model's recommendation had higher EFS, with HRs of 0.06 (in the I-SABR arm, p<0.001) and 0.26 (in the SABR alone arm, p=0.0042) from the I-SABR trial population, and 0.38 (p=0.031) for the STARS trial. Following model stratification, among patients recommended for SABR+immunotherapy, the restricted mean survival time for EFS is prolonged by 1.43 years compared to those who received SABR alone. The absolute risk reduction of the added immunotherapy effect was over twofold greater than that observed in the I-SABR trial without selection. CONCLUSIONS: Combining clinical and radiomic parameters, I-SABR-SELECT uses causal reasoning to individualize treatment selection for patients with early-stage inoperable NSCLC. If validated, it could serve as a foundation for a treatment-focused digital twin by integrating real-time adaptive decision-making. Code: https://github.com/WuLabMDA/ISABR-SELECT.",2025,Randomized Control Trial,Journal for immunotherapy of cancer,phase2_rct,early,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""immunotherapy"", ""therapy""]","[""EFS""]",undefined
39915957,https://pubmed.ncbi.nlm.nih.gov/39915957,"Efficacy of Chinese Medicine on Postoperative Rehabilitation of Non-small Cell Lung Cancer (NSCLC), a Randomized Controlled Study.","BACKGROUND: With an increasing number of non-small cell lung cancer (NSCLC) patients being offered surgical treatment, postoperative rehabilitation is also being increasingly emphasized. Traditional Chinese medicine (TCM) holds promise for enhancing postoperative recovery, with treatment methods still in refinement. This study aims to evaluate the efficacy of Chinese herbal decoction and Liuzijue exercises in NSCLC patients during the rapid postoperative recovery period. METHODS: A randomized, parallel-group clinical trial assigned 50 patients to receive Chinese herbal medicine and Liuzijue exercise plus symptomatic treatment, and 49 to symptomatic treatment alone. Treatment continued until postoperative complications resolved, chest tubes were removed, and no abnormal examination findings were reported. The primary outcome was Quality of Life Questionnare-Core 30 (QLQ-C30) score. Secondary outcomes included MOS item short form 36-Item Short Form Health Survey (SF-36) score, rate of complications, six-minute walk test (6MWT) distance, Leicester Cough Questionnaire (LCQ) score, numerical rating scale (NRS) score, and functional activity score (FAS). RESULTS: Significant improvements in role (MD: 12.15, 95%CI: 2.99-21.32, P < .05) and social functioning (MD: 10.25, 95%CI: 1.72-18.78, P < .05) were observed in the intervention group vs. controls, as measured by QLQ-C30. The intervention group showed better post-treatment SF-36 scores in Role-Physical (RP), Social Function (SF), Role-Emotional (RE), and Mental Health Summary (MCS) (P < .05). The complication rate was lower in the intervention (20.00%) than the control group (44.44%) (P < .05). The intervention group also had a significant increase in FAS scores (P < .05) and covered a better 6MWT distance (P < .05). CONCLUSION: Chinese herbal decoction and Liuzijue exercises during the rapid recovery period after lung cancer surgery enhanced patients' QoL and physical endurance, and mitigated complications.Trial registration: This tial was registered with chictr.org.cn (Registration number:ChiCTR2100044776).",2025,Randomized Control Trial,Integrative cancer therapies,undefined,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""unspecified""]","[""QoL""]",50
40650339,https://pubmed.ncbi.nlm.nih.gov/40650339,"Comprehensive Analysis of Lung Cancer Metastasis: Sites, Rates, Survival, and Risk Factors-A Systematic Review and Meta-Analysis.","OBJECTIVES: Lung cancer metastasis constitutes a critical aspect of disease progression and patient outcomes. It is imperative to illuminate the complex landscape of lung cancer metastasis, offering a thorough evaluation of sites, rates, risk factors, and survival implications. METHODS: Studies on the prevalence of lung cancer metastasis, the risk factors, the overall survival (OS) after metastasis, or the risk factors for OS were included. Two independent reviewers used a standardized data extraction and quality assessment form. Hazard ratios and confidence intervals were calculated using random-effects or fixed-effects models. RESULTS: This systematic meta-analysis included 115 clinical trials. Prevalent metastatic sites in non-small cell lung carcinoma (NSCLC) encompassed brain (29%), bone (25%), adrenal gland (15%), liver (13%), and skin (3%). However, small cell lung carcinoma (SCLC) primarily metastasized to liver (33%), brain (30%), bone (27%), adrenal gland (10%), and pericardium (3%). The risk factors for brain metastases in NSCLC included lung adenocarcinoma, EGFR mutations, and prophylactic cranial irradiation (PCI); in SCLC brain metastasis, age and PCI were influential. The median OS after brain metastasis in NSCLC and SCLC was 21.3 and 10.5 months, respectively, while liver or bone metastases were notably linked to poorer survival. The factors influencing OS in NSCLC brain metastasis included age, EGFR mutations, and stereotactic radiosurgery. For SCLC brain metastasis, OS was notably impacted by gender, smoking status, the number of brain metastases, and radiotherapy. CONCLUSION: This study provided insights into lung cancer metastasis. The results revealed the metastatic rates, risk factors, and OS to assist clinical decision-making.",2025,Systematic Review,The clinical respiratory journal,systematic_review,metastatic,non_squamous,unspecified,"EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""therapy""]","[""OS""]",undefined
36646209,https://pubmed.ncbi.nlm.nih.gov/36646209,Baseline Radiomic Signature to Estimate Overall Survival in Patients With NSCLC.,"INTRODUCTION: We aimed to define a baseline radiomic signature associated with overall survival (OS) using baseline computed tomography (CT) images obtained from patients with NSCLC treated with nivolumab or chemotherapy. METHODS: The radiomic signature was developed in patients with NSCLC treated with nivolumab in CheckMate-017, -026, and -063. Nivolumab-treated patients were pooled and randomized to training, calibration, or validation sets using a 2:1:1 ratio. From baseline CT images, volume of tumor lesions was semiautomatically segmented, and 38 radiomic variables depicting tumor phenotype were extracted. Association between the radiomic signature and OS was assessed in the nivolumab-treated (validation set) and chemotherapy-treated (test set) patients in these studies. RESULTS: A baseline radiomic signature was identified using CT images obtained from 758 patients. The radiomic signature used a combination of imaging variables (spatial correlation, tumor volume in the liver, and tumor volume in the mediastinal lymph nodes) to output a continuous value, ranging from 0 to 1 (from most to least favorable estimated OS). Given a threshold of 0.55, the sensitivity and specificity of the radiomic signature for predicting 3-month OS were 86% and 77.8%, respectively. The signature was identified in the training set of patients treated with nivolumab and was significantly associated (p < 0.0001) with OS in patients treated with nivolumab or chemotherapy. CONCLUSIONS: The radiomic signature provides an early readout of the anticipated OS in patients with NSCLC treated with nivolumab or chemotherapy. This could provide important prognostic information and may support risk stratification in clinical trials.",2023,Randomized Control Trial,Journal of thoracic oncology : official publication of the International Association for the Study of Lung Cancer,undefined,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""nivolumab"", ""therapy""]","[""OS""]",758
41723781,https://pubmed.ncbi.nlm.nih.gov/41723781,Economic burden of advanced non-small cell lung cancer (NSCLC): a systematic literature review.,"AIMS: A systematic review of the economic burden of advanced non-small-cell lung cancer (NSCLC). METHODS: Articles from 2011 onwards reporting the economic burden of locally advanced (stage IIIB/C)/metastatic (stage IV) NSCLC were identified through systematic and supplementary searches. Outcomes included hospitalizations, emergency department (ED) and outpatient visits, and direct and indirect costs, amongst others. RESULTS: Across 50 publications (43 studies), patients with advanced NSCLC had high rates of healthcare resource utilization (HCRU), with most reporting hospitalization (ranging from 13.0% to 98.2% of patients), ED visits (2.5% to 83.1%), outpatient visits (74.6% to 100.0%), and diagnostic or monitoring tests (45.9% to 92.0%). HCRU (hospitalizations, ED visits and pharmacy visits) appeared to be lower with immunotherapy as compared to chemotherapy. Brain/central nervous system (CNS) metastases were the major clinical factor influencing HCRU. Mean direct costs ranged from US$5,647 (Brazil) to US$158,908 (US) over 12-24 months, and were generally higher in the US, Korea, Germany, and the UK (vs. Brazil, France, and Italy). The main direct cost drivers were drug-related costs (9.5-76.0% of total), overall outpatient costs (39-70.6%), and inpatient costs (5.0-58.1%). Costs were higher for chemotherapy than for immunotherapy. In China, indirect medical costs were US$1,413 per case. In general, mean total healthcare costs were higher for metastatic disease. Disease severity/diagnosis, presence of brain/CNS metastases, targeted therapy and chemotherapy (vs. immunotherapy) and the presence of comorbidities were the main factors influencing higher costs. LIMITATIONS AND CONCLUSIONS: Patients with advanced NSCLC had high rates of HCRU, and costs were substantial, though varying greatly across countries. HCRU and costs were higher in patients with brain/CNS metastases. Since this was a qualitative review, no formal quantitative synthesis was attempted. Costs reported in different currencies and heterogeneity across studies limited comparability. Finally, a single reviewer extracted data.",2026,Systematic Review,Journal of medical economics,systematic_review,mixed,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""immunotherapy"", ""therapy""]","[""unspecified""]",undefined
26954503,https://pubmed.ncbi.nlm.nih.gov/26954503,Role of Gemcitabine and Pemetrexed as Maintenance Therapy in Advanced NSCLC: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.,"BACKGROUND: Gemcitabine and pemetrexed have been used as maintenance therapy. However, few systematic reviews and meta-analyses have assessed their effects in the newest studies. This systematic review and meta-analysis were conducted to assess the role of gemcitabine and pemetrexed in the maintenance treatment of non-small-cell lung carcinoma (NSCLC). METHODS: We performed a literature search using PubMed, EMBASE and Cochrane library databases from their inceptions to September 16, 2015. We also searched the American Society of Clinical Oncology (ASCO), European Society for Medical Oncology (ESMO), and National Comprehensive Cancer Network (NCCN) databases from 2008 to 2015. Two authors independently extracted the data. The Cochrane Collaboration's risk of bias graph was used to assess the risk of bias. The GRADE system was used to assess the grading of evidence, and a meta-analysis was conducted using Stata 11.0 software. RESULTS: Eleven randomized controlled trial (RCT) studies were collected. Ten studies were included in the meta-analysis and divided into the following 4 groups: gemcitabine vs. best supportive care (BSC)/observation, pemetrexed vs. BSC/placebo, pemetrexed + bevacizumab vs. bevacizumab and pemetrexed vs. bevacizumab. Gemcitabine exhibited significantly improved progression-free survival (PFS) compared with BSC (hazard ratio (HR) = 0.62, p = 0.000). Pemetrexed exhibited significantly improved PFS (HR = 0.54, p = 0.000) and OS (HR = 0.75, p = 0.000) compared with BSC. Pemetrexed + bevacizumab almost exhibited significantly improved PFS (HR = 0.71, p = 0.051) compared with bevacizumab. Pemetrexed exhibited no improvement in PFS or overall survival (OS) compared with bevacizumab. Regarding the grade, the GRADE system indicated that the gemcitabine group was ""MODERATE"", the pemetrexed group was ""HIGH"", and both the pemetrexed + bevacizumab vs. bevacizumab groups and pemetrexed vs. B groups were ""LOW"". CONCLUSIONS: Gemcitabine or pemetrexed compared with BSC/observation/placebo significantly improved PFS or OS. Whether pemetrexed + bevacizumab compared with bevacizumab alone significantly improves PFS requires further investigation.",2016,Systematic Review,PloS one,systematic_review,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""therapy""]","[""OS"", ""PFS""]",undefined
41065506,https://pubmed.ncbi.nlm.nih.gov/41065506,LRP1b Loss Predicts Sensitivity to Immunotherapy in Patients with NSCLC: An Analysis of the Phase III CheckMate-026 Randomized Trial.,"PURPOSE: Low-density lipoprotein receptor-related protein 1b (LRP1b) is a cell surface receptor, commonly altered in many cancers and associated with improved responses, progression-free survival (PFS), and overall survival with immune checkpoint inhibition. EXPERIMENTAL DESIGN: LRP1b alterations were determined by whole-exome sequencing and associated with PFS and objective response rates in patients with non-small cell lung cancer (NSCLC) in a post hoc analysis of the randomized controlled phase III CheckMate-026 (CM026) trial (NCT02041533) examining chemotherapy compared with nivolumab, adjusting for tumor mutational burden (TMB) and clinical features. We separately evaluated a deidentified nationwide (US-based) NSCLC clinico-genomic database for associations of LRP1b alterations and PFS with anti-PD-1 immunotherapy. RESULTS: In the clinico-genomic database cohort of patients with NSCLC (N = 18,369), LRP1b mutations were positively associated with TP53/KRAS alterations and inversely with EGFR/RET/MET/ERBB2 alterations and significantly improved PFS with PD-1 inhibition (n = 1,569; adjusted HR, 0.86; P = 0.014). In CheckMate-026, patients with LRP1b alterations had a statistically significant improvement in objective response rate to nivolumab versus LRP1b wild-type patients (OR 3.5; 95% confidence interval, 1.71-7.13; P = 0.0006) but not with chemotherapy (OR 0.63; 95% confidence interval, 0.32-1.26; P = 0.19), adjusting for TMB, age, gender, histology, smoking, and performance status. LRP1b mutations were associated with improved PFS with nivolumab (HR, 0.66; P = 0.04) but not chemotherapy (HR, 1.26; P = 0.25), also maintained in multivariate and TMB-adjusted analyses. CONCLUSIONS: LRP1b mutations are a candidate predictive biomarker for immune checkpoint inhibition versus chemotherapy in NSCLC. Further mechanistic characterization of LRP1b and prospective validation are warranted and might enable future clinical use.",2025,Randomized Control Trial,Clinical cancer research : an official journal of the American Association for Cancer Research,phase2_rct,unspecified,unspecified,unspecified,"EGFR=yes,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""chemotherapy"", ""nivolumab"", ""immunotherapy"", ""therapy""]","[""PFS""]",undefined
40731270,https://pubmed.ncbi.nlm.nih.gov/40731270,Effects of Bojungikki-Tang on immune response and clinical outcomes in NSCLC patients receiving immune checkpoint inhibitors: a randomized pilot study.,"BACKGROUND: Cancer immunotherapy with immune checkpoint inhibitors (ICIs) is a pivotal treatment for cancers, including non-small cell lung cancer (NSCLC). ICIs are often associated with adverse events (AEs), including immune-related AEs (irAEs). Bojungikki-tang (BJIKT), a traditional herbal medicine, has immunomodulatory properties and may alleviate fatigue and inflammation in patients with advanced cancer.In this multicenter, randomized, placebo-controlled pilot trial, we evaluated the safety and potential effects of BJIKT on fatigue, muscle loss, and immune response in patients with advanced NSCLC undergoing atezolizumab monotherapy. METHODS: Twenty-eight patients were randomized to either the BJIKT (n = 14) or placebo (n = 14) groups. Primary outcomes included AEs and irAEs, while secondary outcomes assessed fatigue and muscle loss. Exploratory immune profiling was performed on peripheral blood mononuclear cells and plasma samples from a subset of patients (BJIKT n = 12, placebo n = 7). RESULTS: AEs occurred in 53.57% of participants, with 64.29% in the BJIKT group (23 events, including one severe irAE) and 42.86% in the placebo group (12 events). Most AEs were mild or moderate and resolved by the study's completion. The objective response rate was 16.67% in the BJIKT group and 8.33% in the placebo group, while the disease control rate was 41.67% and 25.0%, respectively; however, these differences were not statistically significant. BJIKT showed non-significant trends toward reducing fatigue and mitigating muscle-related symptoms. Immune profiling suggested that BJIKT may activated CD4 + T cells, increased the proportion of CD3 + CD4 + cells, and enhanced T cell function while reducing immune exhaustion. Notably, a statistically significant decrease in PD-1 + CD8 + T cells was observed, while the reduction in PD-1 + CD4 + T cells did not reach significance. Additionally, a significant increase in natural killer cell counts was observed in the BJIKT group, suggesting a possible improvement in innate immune surveillance. These exploratory immune trends, although largely not statistically significant, may point to potential synergy with ICIs in enhancing anti-tumor immunity in advanced NSCLC. CONCLUSIONS: BJIKT may enhance immune response and potentially improve clinical outcomes in patients with NSCLC receiving immune checkpoint inhibitor therapy; however, these exploratory and mostly non-significant findings warrant cautious interpretation and further validation in larger trials. TRIAL REGISTRATIONS: The trial was registered with the Clinical Research Information Service ( https://cris.nih.go.kr/cris ; identifier number: KCT0006689) in October 2021.",2025,Randomized Control Trial,BMC cancer,undefined,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""immunotherapy"", ""therapy""]","[""irAE""]",undefined
41371718,https://pubmed.ncbi.nlm.nih.gov/41371718,Supernatant from endobronchial ultrasound-guided transbronchial needle aspiration samples for molecular profiling in NSCLC: a systematic review and meta-analysis.,"BACKGROUND: Molecular profiling has become essential in the management of nonsmall cell lung cancer (NSCLC). While endobronchial ultrasound-guided transbronchial needle aspiration (EBUS-TBNA) is a cornerstone in diagnosis, tissue scarcity may hinder comprehensive testing. Recent studies suggest that supernatant from EBUS-TBNA could serve as an alternative source for molecular analysis. METHODS: A systematic review and meta-analysis were conducted according to Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines (PROSPERO identifier CRD42024600046). Studies from 2000 to 2024 evaluating the feasibility, molecular concordance and turnaround time of EBUS-TBNA supernatant for molecular profiling in NSCLC were included. Outcomes included DNA yield, detection of actionable mutations and agreement with tissue-based results. RESULTS: Seven studies (n=506 patients) were included. Feasibility of molecular analysis using supernatant was high (87-100%). DNA yields varied across studies. In pooled analysis, storage temperature and preservation solution had no significant effect, while individual studies reported lower yields with high-speed centrifugation. Concordance with tissue samples ranged from 83% to 100%, with Cohen's κ 0.947 (95% CI 0.905-0.989), indicating an almost perfect agreement. Supernatant samples demonstrated faster turnaround times (reduction of 1-7.5 days). CONCLUSIONS: EBUS-TBNA supernatant is a feasible and accurate source for molecular testing in NSCLC, with high concordance and shorter turnaround times. Standardisation of protocols is required before broader implementation in clinical practice.",2025,Systematic Review,European respiratory review : an official journal of the European Respiratory Society,systematic_review,unspecified,unspecified,unspecified,"EGFR=unspecified,ALK=unspecified,ROS1=unspecified,PDL1Bucket=any","[""unspecified""]","[""unspecified""]",506
